runid,topic,compatibility
webis-t5-ax1,101,0.24298961857054976
webis-t5-ax1,102,0.05852240972211034
webis-t5-ax1,103,0.21292822560069338
webis-t5-ax1,104,0.002484103748852711
webis-t5-ax1,105,0.18260048251832778
webis-t5-ax1,106,0.23092049457660713
webis-t5-ax1,107,0.21276165278053055
webis-t5-ax1,108,0.3102920410668369
webis-t5-ax1,109,0.2934151569149183
webis-t5-ax1,110,0.06459068871008984
webis-t5-ax1,111,0.20791858287475745
webis-t5-ax1,112,0.10140462413074268
webis-t5-ax1,114,0.01289400377563715
webis-t5-ax1,115,0.2743932595113482
webis-t5-ax1,117,0.13525631214651193
webis-t5-ax1,118,0.4245938511700029
webis-t5-ax1,120,0.12731794066571642
webis-t5-ax1,121,0.013710786564081022
webis-t5-ax1,122,0.016202258873001512
webis-t5-ax1,127,0.34823897163771267
webis-t5-ax1,128,0.12437325733893811
webis-t5-ax1,129,0.020233065469961804
webis-t5-ax1,131,0.12225537836121626
webis-t5-ax1,132,0.1554130887140946
webis-t5-ax1,133,0.09560045077621959
webis-t5-ax1,134,0.10211943604510267
webis-t5-ax1,136,0.12067150335217074
webis-t5-ax1,137,0.1412011940397479
webis-t5-ax1,139,0.09960174960701713
webis-t5-ax1,140,0.041235756801297783
webis-t5-ax1,143,0.24297348434150573
webis-t5-ax1,144,0.29482643904864375
webis-t5-ax1,145,0.0
webis-t5-ax1,146,0.30202849033505186
webis-t5-ax1,149,0.2071264308551319
webis-t5-ax1,average,0.1583741483041465
