runid,topic,compatibility
citius.r10,101,0.247650582582679
citius.r10,102,0.0505633411395108
citius.r10,103,0.41062028318952126
citius.r10,104,0.003280733260103137
citius.r10,105,0.10921593284787802
citius.r10,106,0.23758766505532658
citius.r10,107,0.14415846822491743
citius.r10,108,0.4258562194508704
citius.r10,109,0.14665703217705725
citius.r10,110,0.029199256609813016
citius.r10,111,0.11099700886720647
citius.r10,112,0.11713505368595345
citius.r10,114,0.20984995321604533
citius.r10,140,0.05270655863103462
citius.r10,average,0.16396272063842263
