runid,topic,compatibility
webis-bm25-ax1,101,0.05983594554951841
webis-bm25-ax1,102,0.26230474303582324
webis-bm25-ax1,103,0.15891104596111588
webis-bm25-ax1,104,0.07305211939834885
webis-bm25-ax1,105,0.02122203028791665
webis-bm25-ax1,106,0.008032327468067339
webis-bm25-ax1,107,0.0511031296325674
webis-bm25-ax1,108,0.028440200906042483
webis-bm25-ax1,109,0.33249888480368217
webis-bm25-ax1,110,0.6373842072795403
webis-bm25-ax1,111,0.4917604719369939
webis-bm25-ax1,112,0.30746793243792364
webis-bm25-ax1,114,0.11371686563440776
webis-bm25-ax1,115,0.20896781420635943
webis-bm25-ax1,117,0.1493143490421174
webis-bm25-ax1,118,0.17802737601712626
webis-bm25-ax1,120,0.0033572427631676435
webis-bm25-ax1,121,7.929701342045943e-08
webis-bm25-ax1,122,0.039964274667388694
webis-bm25-ax1,127,0.024745273643693756
webis-bm25-ax1,128,0.37781470876071294
webis-bm25-ax1,129,0.021950411774709064
webis-bm25-ax1,131,0.08901267721358534
webis-bm25-ax1,132,0.09379386530697198
webis-bm25-ax1,133,0.040158158656953165
webis-bm25-ax1,134,0.14022376419713414
webis-bm25-ax1,136,0.14461450543491192
webis-bm25-ax1,137,0.5333758460082313
webis-bm25-ax1,139,0.4845560986891063
webis-bm25-ax1,140,0.16253744036779838
webis-bm25-ax1,143,0.4069412568293789
webis-bm25-ax1,144,0.00012356433945986362
webis-bm25-ax1,145,0.028320853945429252
webis-bm25-ax1,146,0.03113839628138994
webis-bm25-ax1,149,0.010545893957772947
webis-bm25-ax1,average,0.16329182159235317
