runid,topic,compatibility
upv_fuse_9,101,0.12885389872149472
upv_fuse_9,102,0.05906933718758321
upv_fuse_9,103,0.14036977741964957
upv_fuse_9,104,6.847227974644155e-08
upv_fuse_9,105,0.03483048511991117
upv_fuse_9,106,0.216019670074959
upv_fuse_9,107,0.24911060759207573
upv_fuse_9,108,0.34379774250373296
upv_fuse_9,109,0.06027195577898373
upv_fuse_9,110,0.10800551798833495
upv_fuse_9,111,9.84370885097826e-08
upv_fuse_9,112,3.7279443630045803e-06
upv_fuse_9,114,0.049827264675461086
upv_fuse_9,115,0.2984581970178822
upv_fuse_9,117,8.953122931828412e-05
upv_fuse_9,118,0.9038319463075337
upv_fuse_9,120,0.16614192475194056
upv_fuse_9,121,0.20102431724548728
upv_fuse_9,122,0.060610121919132016
upv_fuse_9,127,0.18048684208008334
upv_fuse_9,128,0.018558737001586563
upv_fuse_9,129,0.5454461460770876
upv_fuse_9,131,0.12276645907064455
upv_fuse_9,132,0.00397999800391722
upv_fuse_9,133,0.31099161722471097
upv_fuse_9,134,0.19414970263015016
upv_fuse_9,136,0.16938405436664278
upv_fuse_9,137,0.005056025668938045
upv_fuse_9,139,0.060748139962319224
upv_fuse_9,140,0.03933099164390026
upv_fuse_9,143,0.057712842064869964
upv_fuse_9,144,0.1528209883684267
upv_fuse_9,145,0.038694552441220186
upv_fuse_9,146,0.12699897166288077
upv_fuse_9,149,0.2923869973687278
upv_fuse_9,average,0.15256655017209472
