runid,topic,compatibility
vera0,101,0.6824248083524473
vera0,102,0.5951547453832704
vera0,103,0.25905428109719103
vera0,104,0.014769157397559685
vera0,105,0.45103535331240097
vera0,106,0.06735352098477125
vera0,107,0.0015312133794061168
vera0,108,0.28506395418601277
vera0,109,0.162208730896453
vera0,110,0.04133068909577954
vera0,111,0.42440064745314815
vera0,112,0.08151815818672004
vera0,114,0.3711103753113086
vera0,140,0.019320769955637182
vera0,average,0.24687688607086472
