runid,topic,compatibility
webisMSame2,1,0.0
webisMSame2,5,0.036373909817151814
webisMSame2,8,0.08130319943837473
webisMSame2,11,0.050962961420482886
webisMSame2,12,0.1624910872717514
webisMSame2,16,7.66788122315953e-10
webisMSame2,19,0.1117026470023247
webisMSame2,20,0.0
webisMSame2,27,5.449028133792783e-05
webisMSame2,28,0.07377741743745383
webisMSame2,29,0.12644267124939276
webisMSame2,33,0.00027230766001796287
webisMSame2,34,0.020528306155248918
webisMSame2,36,0.03916435435896572
webisMSame2,37,0.06707420546560956
webisMSame2,39,0.00865057856879222
webisMSame2,40,0.0004253717063324443
webisMSame2,41,0.037139327541718226
webisMSame2,42,0.0033571701922778287
webisMSame2,45,3.448365308093742e-05
webisMSame2,49,0.02244062180938401
webisMSame2,50,0.08315402656127219
webisMSame2,average,0.04206132447080719
