runid,topic,compatibility
upv_fuse_10,101,0.05560062171747613
upv_fuse_10,102,0.06381676566202499
upv_fuse_10,103,0.07302439669941378
upv_fuse_10,104,0.0007939878070926293
upv_fuse_10,105,0.026149616343089675
upv_fuse_10,106,0.07523700081030228
upv_fuse_10,107,0.13491814953829606
upv_fuse_10,108,0.345734013572815
upv_fuse_10,109,0.11249469120541829
upv_fuse_10,110,0.07548509488861846
upv_fuse_10,111,0.053919913544454474
upv_fuse_10,112,0.034824379086894085
upv_fuse_10,114,0.04713564937721711
upv_fuse_10,140,0.036569041400672436
upv_fuse_10,average,0.08112166583241325
