runid,topic,compatibility
use_rob_cred,101,0.0002820740240988328
use_rob_cred,102,0.1774686539541967
use_rob_cred,103,0.3339869382492913
use_rob_cred,104,0.04264862831463399
use_rob_cred,105,0.002557662133712309
use_rob_cred,106,0.08652884070299507
use_rob_cred,107,0.001446590041750941
use_rob_cred,108,1.4235486586838249e-09
use_rob_cred,109,0.030958058013451327
use_rob_cred,110,3.4890161341146944e-11
use_rob_cred,111,0.08717431604650071
use_rob_cred,112,0.03733809461542959
use_rob_cred,114,2.308319642753649e-05
use_rob_cred,115,0.03539038246107325
use_rob_cred,117,0.0630598791087365
use_rob_cred,118,0.005395899971872413
use_rob_cred,120,0.009427169258473186
use_rob_cred,121,0.004222620182893869
use_rob_cred,122,0.043161189655555716
use_rob_cred,127,1.8194170414501095e-06
use_rob_cred,128,2.921870032771312e-11
use_rob_cred,129,0.0992463773965786
use_rob_cred,131,2.3350909171846883e-05
use_rob_cred,132,0.020249693527680652
use_rob_cred,133,0.02787662494196266
use_rob_cred,136,0.16682676755940498
use_rob_cred,137,0.06306357527954977
use_rob_cred,139,0.2427264990506568
use_rob_cred,140,0.00014597716883114938
use_rob_cred,143,0.20772943721114756
use_rob_cred,144,7.256014446056402e-05
use_rob_cred,145,0.11406899710120036
use_rob_cred,146,0.016630240677141535
use_rob_cred,149,0.03400124845426402
use_rob_cred,average,0.05746274265464244
