runid,topic,compatibility
watrrfm,101,0.07250841416852383
watrrfm,102,0.0127585699505758
watrrfm,103,0.10813696749935765
watrrfm,104,0.10766811204178099
watrrfm,105,0.1358835130791478
watrrfm,106,0.19864177268812144
watrrfm,107,0.06905912223755896
watrrfm,108,0.16183321092418473
watrrfm,109,0.035565070157771196
watrrfm,110,0.05430910321681819
watrrfm,111,0.10388405947628193
watrrfm,112,0.09150950984176642
watrrfm,114,0.009037298411840044
watrrfm,115,0.37175101181867803
watrrfm,117,0.034426771497229114
watrrfm,118,0.1034064061471514
watrrfm,120,0.03642493359565093
watrrfm,121,0.011347235716759274
watrrfm,122,0.004732797045485202
watrrfm,127,0.2870088075508324
watrrfm,128,0.08483101268581024
watrrfm,129,0.055352699018522064
watrrfm,131,0.07681025479647523
watrrfm,132,0.028428336888100744
watrrfm,133,0.019924536176844147
watrrfm,134,0.01752024038749323
watrrfm,136,0.05117157137273012
watrrfm,137,0.12559793915272308
watrrfm,139,0.05409575926076176
watrrfm,140,0.02836566093761263
watrrfm,143,0.027976569908236815
watrrfm,144,0.10770378199000226
watrrfm,145,0.012458382109959766
watrrfm,146,0.12126077929221692
watrrfm,149,0.15460374306399993
watrrfm,average,0.08502839868877156
