runid,topic,compatibility
watmed,101,0.0
watmed,102,0.05121627636286893
watmed,103,0.0
watmed,104,0.0
watmed,105,0.0
watmed,106,0.38675476345087
watmed,107,0.47593759897342897
watmed,108,0.0
watmed,109,1.3419427823469593e-06
watmed,110,0.0
watmed,111,0.0
watmed,112,0.02467989640838815
watmed,114,0.0
watmed,140,0.35022709694011184
watmed,average,0.09205835529131788
