runid,topic,compatibility
webis-bm25,101,0.36278167740071754
webis-bm25,102,0.07025366883836869
webis-bm25,103,0.1486376943376678
webis-bm25,104,5.7731865722283415e-06
webis-bm25,105,0.0068182138431483194
webis-bm25,106,0.3916425452972129
webis-bm25,107,0.1675302936407222
webis-bm25,108,0.28442942562192103
webis-bm25,109,0.031225498536147346
webis-bm25,110,0.018861043065818733
webis-bm25,111,0.06081670228676307
webis-bm25,112,0.001485459355935991
webis-bm25,114,0.017505031078263546
webis-bm25,115,0.31036979617342825
webis-bm25,117,0.0038186341594073953
webis-bm25,118,0.4340882563440475
webis-bm25,120,0.148594007100381
webis-bm25,121,0.014340894407007702
webis-bm25,122,0.001826512728419653
webis-bm25,127,0.29901828873524
webis-bm25,128,0.00993342818557646
webis-bm25,129,0.17400581662118447
webis-bm25,131,0.12565043146002214
webis-bm25,132,0.008408601617239735
webis-bm25,133,0.3906104473111651
webis-bm25,134,0.060380175975974046
webis-bm25,136,0.0437543932408897
webis-bm25,137,0.045181650137895595
webis-bm25,139,0.002059153032251581
webis-bm25,140,0.19917728814849256
webis-bm25,143,0.03675830939827388
webis-bm25,144,0.28543609558930677
webis-bm25,145,0.06116099477050624
webis-bm25,146,0.7219026938173616
webis-bm25,149,0.41071518353610603
webis-bm25,average,0.15283383082798394
