runid,topic,compatibility
watrrfg,101,0.004631459276053497
watrrfg,102,0.07213654559805789
watrrfg,103,0.23471438721282184
watrrfg,104,0.0033310085697812746
watrrfg,105,4.7189649593673514e-05
watrrfg,106,0.02843082526490317
watrrfg,107,0.006596518011316761
watrrfg,108,0.10874830087017578
watrrfg,109,0.04898392287681968
watrrfg,110,0.17723486362682342
watrrfg,111,0.308660058284806
watrrfg,112,0.016495770207052507
watrrfg,114,0.0042169504866136414
watrrfg,140,0.00457572360317441
watrrfg,average,0.07277168025271383
