runid,topic,compatibility
watrrfm,101,0.4642215767494841
watrrfm,102,0.5525828891191421
watrrfm,103,0.5212788743823472
watrrfm,104,0.45862800942745635
watrrfm,105,0.05246751948960123
watrrfm,106,0.1775408326307686
watrrfm,107,0.023617007294261392
watrrfm,108,0.13895769365272612
watrrfm,109,0.4062203303593807
watrrfm,110,0.3060899821327432
watrrfm,111,0.5376875572817731
watrrfm,112,0.34209664812492707
watrrfm,114,0.176884697323025
watrrfm,140,0.019914466833203297
watrrfm,average,0.29844200605720284
