runid,topic,compatibility
bm25_rob_rf,101,0.0012737328829902316
bm25_rob_rf,102,0.0058531171654060965
bm25_rob_rf,103,0.0883258547869438
bm25_rob_rf,104,0.03842267157486978
bm25_rob_rf,105,0.09804251981614545
bm25_rob_rf,106,0.15901857027610125
bm25_rob_rf,107,0.08829982910219764
bm25_rob_rf,108,0.24561046635657593
bm25_rob_rf,109,0.0448468895621625
bm25_rob_rf,110,0.07524093165488502
bm25_rob_rf,111,0.15184597748187648
bm25_rob_rf,112,0.06057963474493957
bm25_rob_rf,114,0.01424394659171551
bm25_rob_rf,140,0.09963235736203127
bm25_rob_rf,average,0.08365974995420289
