runid,topic,compatibility
citius.r9,101,0.26162552764082375
citius.r9,102,0.06612871817891382
citius.r9,103,0.3166838930494119
citius.r9,104,0.004868030378197755
citius.r9,105,0.09198940692484911
citius.r9,106,0.22238979139849044
citius.r9,107,0.15036319546626098
citius.r9,108,0.29762780177813936
citius.r9,109,0.043358492628240305
citius.r9,110,0.027903009337497186
citius.r9,111,0.011190521301446796
citius.r9,112,0.07076192898584076
citius.r9,114,0.05226610633718503
citius.r9,115,0.07788321285745482
citius.r9,117,0.07843675481604523
citius.r9,118,0.2371095942994031
citius.r9,120,0.10670922997652411
citius.r9,121,0.13889947316885426
citius.r9,122,0.0984076036406776
citius.r9,127,0.32727242850688987
citius.r9,128,0.1848273823203019
citius.r9,129,0.18003314813899624
citius.r9,131,0.008443352010075152
citius.r9,132,0.08057485785098106
citius.r9,133,0.08677522028777775
citius.r9,134,0.13764548737884222
citius.r9,136,0.15289949832884242
citius.r9,137,0.0742204893124094
citius.r9,139,0.28822562252984774
citius.r9,140,0.10306232585562496
citius.r9,143,0.09283516076847907
citius.r9,144,0.11737243884977773
citius.r9,145,3.8713171479493966e-22
citius.r9,146,0.058924933606602406
citius.r9,149,0.08052763268971812
citius.r9,average,0.12366406487426919
